code_name,definition,theme,source_question,frequency_in_question,representative_quotes
带入体验,参与者表达了与“带入体验”相关的创造性特征，例如：悠闲养生；带他到游戏里玩一下等。,创作激发与传播,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['带他到游戏里玩一下']
资源转化建造,参与者表达了与“资源转化建造”相关的创造性特征，例如：悠闲养生；带他到游戏里玩一下等。,N/A,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['用你得到的东西看一看农场']
休闲式创造,参与者表达了与“休闲式创造”相关的创造性特征，例如：悠闲养生；带他到游戏里玩一下等。,合作与体验,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['悠闲养生']
探索与创造并重,参与者表达了与“探索与创造并重”相关的创造性特征，例如：创造你想象中的世界；找到喜欢玩法，了解世界等。,玩法与系统特征,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['找到喜欢玩法，了解世界']
创造模式实现想象,参与者表达了与“创造模式实现想象”相关的创造性特征，例如：创造你想象中的世界；找到喜欢玩法，了解世界等。,自由核心论述,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['创造你想象中的世界']
创造是核心,参与者表达了与“创造是核心”相关的创造性特征，例如：创造性就是这个游戏的核心；建造实现想法等。,自由核心论述,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['创造性就是这个游戏的核心']
身份多元,参与者表达了与“身份多元”相关的创造性特征，例如：你可以当建筑师、工程师，甚至是艺术家；没有限制，全靠脑洞等。,身份角色认同,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['你可以当建筑师、工程师，甚至是艺术家']
表达自由,参与者表达了与“表达自由”相关的创造性特征，例如：你可以当建筑师、工程师，甚至是艺术家；没有限制，全靠脑洞等。,自由与无限可能,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['用方块创造任何你想表达的东西']
无边界创作,参与者表达了与“无边界创作”相关的创造性特征，例如：你可以当建筑师、工程师，甚至是艺术家；没有限制，全靠脑洞等。,自由与无限可能,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['没有限制，全靠脑洞']
动态结构,参与者表达了与“动态结构”相关的创造性特征，例如：超大的积木盒；很自由等。,N/A,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['很自由']
联机建造,与他人共同参与建造建筑、设施、城镇等游戏内容,合作与分工,你觉得《我的世界》帮助你更理解它了吗?为什么?,0,[]
分工合作,玩家在联机中进行角色分工、互补协作完成任务,合作与分工,你觉得《我的世界》帮助你更理解它了吗?为什么?,0,[]
互动趣味,在联机中通过玩笑、整蛊、对话等行为提升游戏趣味性,社交与情感连接,你觉得《我的世界》帮助你更理解它了吗?为什么?,0,[]
共同生存,联机玩家共同应对生存挑战，如打怪、采矿、种田,合作与分工,你觉得《我的世界》帮助你更理解它了吗?为什么?,0,[]
社交交流,通过联机结识朋友、交流经验、进行语音互动等,社交与情感连接,你觉得《我的世界》帮助你更理解它了吗?为什么?,0,[]
联机自由度,感受到联机模式在玩法或表达上的更多自由,联机与创造体验提升,你觉得《我的世界》帮助你更理解它了吗?为什么?,0,[]
孤独感减少,联机能减轻玩家在单机中感到的孤独和枯燥,社交与情感连接,你觉得《我的世界》帮助你更理解它了吗?为什么?,0,[]
联机学习,在联机中学习他人建造、设计或策略等能力,联机与创造体验提升,你觉得《我的世界》帮助你更理解它了吗?为什么?,0,[]
技术限制,因自身操作不熟练而不敢或不愿参与联机,联机挑战与局限,你觉得《我的世界》帮助你更理解它了吗?为什么?,0,[]
冲突协调,联机时需要面对意见不统一、进度不同步等问题,联机挑战与局限,你觉得《我的世界》帮助你更理解它了吗?为什么?,0,[]
创造体验增强,联机促进了创造性表达或提升创造的体验感,联机与创造体验提升,你觉得《我的世界》帮助你更理解它了吗?为什么?,0,[]
联机的随机性风险,描述与陌生人联机时可能带来的不确定性与破坏行为,联机体验差异,你通常在《我的世界》联机模式中做什么？这种体验和单机游戏有什么不同？,1,['会有一种随机性的，因为如果是陌生人的话，他可能会进来，是会破坏你的房子']
偏好独自游戏,表达对单人游戏状态的喜爱与偏好,联机体验差异,你通常在《我的世界》联机模式中做什么？这种体验和单机游戏有什么不同？,1,['我也不太喜欢在游戏里跟人沟通，因为我喜欢自己玩']
沉浸感差异,联机与单机带来的沉浸感体验不同,联机体验差异,你通常在《我的世界》联机模式中做什么？这种体验和单机游戏有什么不同？,1,['单人可能就会有自己的一个沉浸感']
合作打怪,一起战斗的协作时刻,战斗与胜利,在与他人合作创造时，哪些时刻让你感受到联机的快乐？,8,"['一起去打怪物，就是在创造过这种折折磨怪物或者打很奇形怪状的那种像过山车一样的东西', '一起打末影龙的时候！…最后打赢了，然后两个人在龙蛋旁边截图留念，就是超有默契。']"
共建进展,从零到有的协作成长,共创流程,在与他人合作创造时，哪些时刻让你感受到联机的快乐？,7,"['可能是在外面探索了一大圈回来发现一起的房子变了个样子，多了很多东西，或者是分别建不同的房子，突然看到对方的家变得很完整', '每当我们完成一项新的任务，比如建完一个新家、开垦完一块地或者养殖牛羊时，我都会感受到联机的快乐。']"
创意建造,集体头脑风暴与建造,共创流程,在与他人合作创造时，哪些时刻让你感受到联机的快乐？,8,"['可能是在外面探索了一大圈回来发现一起的房子变了个样子，多了很多东西，或者是分别建不同的房子，突然看到对方的家变得很完整', '一起去打怪物，就是在创造过这种折折磨怪物或者打很奇形怪状的那种像过山车一样的东西']"
恶作互动,恶作剧与友好竞争,趣味社交,在与他人合作创造时，哪些时刻让你感受到联机的快乐？,10,"['就是互殴吧，就是都说自己点错了，然后都打对方，完了都说再也不打了，然后把对方打死，然后不停的那个复仇。因为我觉得就是欺负哥们儿，让哥们生气逗哥们玩，我就我平时我就挺享受这个过程的，所以我觉得这挺有意思的。', '换好看的或者搞笑的皮肤用游戏内的有限的机制做一些很搞笑的动作 或者偷袭朋友看他手足无措的样子']"
成就喜悦,完成目标后的共同喜悦,战斗与胜利,在与他人合作创造时，哪些时刻让你感受到联机的快乐？,7,"['最后，当整个作品完成，大家站在自己亲手打造的世界里，欣赏着成果，那种满足和快乐会油然而生，觉得一起付出的努力特别值得。', '打赢后大家在原地跳，然后聊天框发“666”，感觉像一起打了胜仗。']"
