序号,1.您是从什么时候开始玩《第五人格》的？,2.您打到过最高的段位是什么？,3.您平时 是和谁一块玩游戏（自己打/朋友）？,4.您平均每周玩几次？每次大约多久？,5.您最喜欢的游戏环节是什么？,6.最近一月，您的游戏频率有无变化？,7.如果从10分满分打分，您给当前的恐怖体验打几分？为什么？,8.恐怖感是否增强了您对游戏世界的代入感或沉浸感？,9.在您玩《第五人格》的过程中，有哪些时刻会让您感到害怕或紧张？请您尽量详细描述。,10.您觉得这些恐怖体验主要来自哪些游戏元素？（例如音乐、角色设计、场景变化等）,11.这些恐怖体验对您的游戏表现有影响吗？请您描述一下影响方式,12.您觉得这些恐怖体验会让游戏变得更有趣，还是会让您不愿意继续玩？,13.您在玩游戏时，会不会主动去寻找一些让自己更害怕或刺激的情境？如果会，是为什么？,14.您觉得在玩游戏时，是否会完全沉浸其中，忽略周围环境？请举例说明。,15.您认为《第五人格》中的“恐怖感”、“刺激感”和“紧张感”有什么区别？（对恐怖的定义）,16.您觉得整体而言，这款游戏的恐怖程度如何？对您是否构成吸引力？,17.多人协作时，哪些队友行为让您觉得紧张或害怕？,18.游戏的难度是否影响了您对恐怖的感受？,19.游戏中道具/技能设定对“压迫感”的营造是否有效？,20.改版后，您觉得游戏的恐怖氛围发生了变化吗？/哪里的变化,21.你觉得哪些恐怖元素对你来说比较重要？,22.未来您希望游戏增加哪些新机制来增强恐怖感？,23.您还有其他对游戏发展的建议吗？
访谈21,18年玩了一年，25年继续开始玩。18年是因为要中考了，而且当时网上的教学视频少，出新角色的速度又快，学不会，玩法也少，就不想再玩了。现在聪明点来了，可以大概记住监管的技能是什么，比较有成就感。,四阶,和朋友一起玩。跟朋友一起打很爽，爽点在于这个游戏比较需要队友之间交流 ，然后就是谁去干嘛 ，谁去干嘛。跟朋友一块儿打的时候说的时候比较方便。如果对方是陌生人的话 ，沟通可能没有那么顺畅。,每天。不一定。有时候只是上线签到一下，有时候一两个小时。看作业量。,刚开始第五人格风气很好，对女性友好，大家都比较温和，而且对局内无法开麦。不过现在风气没有那么好了。,没有。,恐怖不是主要的影响因素。主要是竞技。,恐怖元素去除之后也挺刺激的。在被监管者打，或者需要互相博弈时会带来刺激感。恐怖元素带来的刺激感没有很多。,在被监管者打，或者需要互相博弈时会带来刺激感。,氛围环境。对局内比较黑。监管者长得挺丑挺恐怖的。,没有恐怖体验。,在玩其他有恐怖元素的游戏《纸嫁衣》时，氛围和场景会更有代入感、会更有沉浸感。,不会,不恐怖,不恐怖,恐怖不是主要的影响因素。主要是竞技。,无,难度在于被屠夫追，自己技术不过关的话很难。这种情况下会更紧张。无恐怖感。,屠夫技能：闪现、传送。,原版恐怖一点 ，，现在第五人格的恐怖元素少 ，主要是走的木偶精美风。原版更紧张刺激。,无,希望比现在多一点恐怖元素。之前的皮肤童话风，挺美的，但就只是美，希望更暗黑哥特风一点。,无
访谈22,9/1/24,五阶,一般不自己打，都是跟朋友打。,每天1-2h,溜鬼环节。,没有，比较稳定。,有紧张感没有恐怖感。勉强给1分。某些场景设计有怪诞感，但不恐怖。,沉浸感不来自恐怖感。,不恐怖,不恐怖,不恐怖,改版前的恐怖感可能会更刺激，现在的游戏模式更好玩。现在的游戏技能和玩法更丰富，更有趣味。,被追的时候，躲的时候。,沉浸感来自于游戏中紧张的氛围，被追的时候完全听不见别人在说什么，玩完了才会脱离出来。,不恐怖,不恐怖,不恐怖,比较高。游戏机制，1v4，1个人的话阵营不对称，四个人有信息差，需要沟通，沟通不好会比较困难。,还行。现在求生者的技能更占优势，监管不好打。我是打求生的，压迫感还行。,不恐怖,角色，场景设计。视觉上的恐怖会更容易让人心跳加速。,希望改回去。,无
访谈23,刚发售，初中的时候。,它不是有两种模式，一个是排位赛一个是日常那个。我只玩那个日常那个，没打太多排位，段位不是特别高。,自己打,三次，每次1h,抽卡。玩游戏的目的也不是为了收集，只是喜欢抽卡这个环节。,现在不打了。,之前的恐怖感6.5分，现在的2分。现在不就是幼儿园吗，他其实刚出的时候不就是幼儿园吗，但现在是幼儿园中的幼儿园。现在加入了蛋仔派对和糖豆人的欢乐模式，感觉变得不伦不类，但是它确实吸引了一批玩家回归。他会把之前胆小的玩家吸引回来，老玩家觉得更新了有意思也回来了。,不来自于恐怖感，来自于紧张感。,引发追逐战的心跳，因为它会跟我的心跳共振，生理上难受,它的场景和音效对我来说不是特别恐怖，最恐怖的是引发追逐战的心跳，因为它会跟我的心跳共振，生理上难受，然后就不怎么玩了，看别人玩。,本质不恐怖，但是生理上会因为跟心跳声共振难受，进而影响表现。顶多修机的时候一边伴着心跳声可能会按判定条失败。,更愿意玩，因为刚开始玩这个就是被恐怖感吸引来的。,如果没有心跳声的话，会主动去寻求。毕竟他的卖点是这个嘛。,会，听到心跳声会很着急，手心冒汗，心理的起伏会非常大，精神高度紧张。,对我来说恐怖感是心理感受，刺激紧张是身体上的感受。,"一般。但是刚开始确实是因为恐怖感被吸引来玩。他刚出来的时候 ，他不是一个恐怖类游戏吗，在市面上手游里面。他算是比较 ，而且还是多人竞技这个类型的以国外的是那种像黎明杀机那一种的比较血腥 ，偏真人的。而到我们国内他变成了一个就是卡通形象 ，然后动动画 ，然后删除了一些血腥恐怖 ，而是转为心理恐怖的环节。然后他就比较特别 ，然后就吸引了一大批玩家进来去游玩他的这个游戏。但是在最开始他的这个游戏呢 ，他的地图可探索的地点是很多的 ，它有很多地点可以探索。然后场景做的比较好。但是现在好像是很多地方，都被封闭了 ，然后一些恐怖的那种东西全部被消减了。然后就导致了 ，然后我当时吸引也是因为就听说它很恐怖 ，那我高低得去试试嗯。",只剩一个人的时候，或者全部都跑了，只剩我一个人的时候。还有玩逃生者的时候，一打四有种被愚弄戏耍的感觉。,我觉得这个只对于操作不那么厉害的玩家有影响，到了一定境界就那些都是浮云，只会关注操作本身，游戏机制本身的东西，其他东西都不会影响他们了。,没有。只是遇到比较nb的监管者比较有压迫感。,现在不就是幼儿园吗，他其实刚出的时候不就是幼儿园吗，但现在是幼儿园中的幼儿园。现在加入了蛋仔派对和糖豆人的欢乐模式，感觉变得不伦不类，,地图互动、氛围音效、心跳,首先是更恐怖一点，其次他地图可以更大一点，可交互的东西更多，比如之前厕所的门是可以打开的，就是你可以探索地图的恐怖，而不纯粹是氛围。现在可交互的地区越来越少 ，地图就越来越平坦的那种感觉吧。之前不是有一个鬼校吗，那个地图出来不是引起了一片喧哗吗，因为就是他会有一些小彩蛋什么比如你摇到那个楼上面的时候会有人从上面跳下来什么的。,现在老靠搞联动来提高那个，就是感觉跟游戏本身点属性已经联系不大了。
访谈24,从初二时候开始玩，开服玩家,三阶,自己玩,每周三四次，一次半小时一小时左右,抽卡，我喜欢抽珍宝,没有，一直都这样，闲下来的时候玩的比较多,两分,现在不怎么恐怖了吧，以前是会有一点恐怖感，玩多了就还好，不怎么代入,被监管者追的时候，还有比如玩骑士的时候需要猜监管者的技能，就会有些紧张，猜错了可能会吃刀会紧张所以。还有救人的时候，怕自己救不下来。,监管者长得比较吓人，角色设计上吧。还有心跳声的音效，屏幕会变暗这种，但现在场景没之前暗了都是亮的,会有影响，比如白沙街那个地图就很恐怖，因为这个场景很难走出去，走不出去监管者来了就只能等死，会比较恐怖,如果再恐怖一点我就不敢玩了，我不是那么胆子大的人，不然我就去玩黎明杀机了,不会，我胆子比较小，玩的也比较菜不太会主动去溜鬼牵制什么的,会忽略吧，比如溜鬼的时候，肯定没时间理别人,恐怖感就是元素比较恐怖，刺激就是监管者在追你，没追上你的时候，你还能秀几把操作的时候比较刺激，紧张感应该是单方面挨揍的时候,一般般，不是很恐怖，现在都走华丽哥特风了，不算恐怖游戏了，吸引力有但从恐怖程度上也一般,队友去救人被打恐惧震慑的时候，我就知道这把完蛋了。还有刚修机队友就吃刀,难在躲监管者，不是很恐怖吧,有效，比如那个新出的监管者杂货商，他有一个藤曼可以飞过来打你，还是很吓人有压迫感的,监管者的变化吧，监管者身上太恐怖的元素都去掉了，还有地图场景也变亮了,没有什么对我比较重要的，因为我胆子比较小，不希望有太恐怖的元素把自己吓一跳，比如有些皮肤设计的太恐怖我都不会用，平时要是匹配到白沙街这种很恐怖的地图，路过还有小孩哭全是病床，玩的时候会很吓人我不敢玩很压抑，会让我想赶紧开下一把，太可怕了,不希望，再恐怖我就不敢玩了,加强求生者。还有一个是第五人格能不能限制练够角色了才能带这个角色上排位
访谈25,18年玩过一段时间，去年寒假重新开始玩,五阶,自己打,每天都会上线签到，每次1小时,修机，因为我不太会溜鬼,变低了，最近要考试,五分，监管者追的时候还是有恐怖感的,会，监管者他追你，你就感觉到慌张。或者是有一些音乐的时候，就会真的很想要跑出去。,去救人的时候，我很怕被打出恐惧震慑,音乐还有一个场景氛围，在晚上玩的时候，如果开夜间模式打他受伤了，他也会变成黑色。,有，被追的害怕的时候不知道怎么操作，也会不太注意观察周围环境。,适当的会感觉很有趣。但是太恐怖，很血腥的，我还是有点怕。,不会，一般都会躲起来。,会的，有时候在非常紧张或者是突然被贴脸的时候，真的会忍不住叫出来，也不会管周围有什么人。,恐怖感应该是看到他盯着你就觉得很阴森，刺激感就是被追感觉要被追上，但是又没有。紧张感就是要操作或者是没点中，他有校准，有时候校准失误或者是怎样会比较紧张，像压机的时候，我就怕修过头。,恐怖程度一般，因为他的皮肤越出越漂亮了，一点也不会让人感觉到恐怖了。吸引力还好吧,他们发消息说我不救人，要我去救人的时候,会，比如遇到没玩过的不太会玩的地图，根本也不知道往哪里跑。可能跑了一圈，还跑到监管对面去了。,对，有些监管的技能就是那种什么洞或者是触手之类的，他还会有随从。,开门发生变化我记得，现在开门会高亮门的位置很好找，但之前最开始开大门之后，他不会告诉你门在哪，我还记得我最开始也找不到门，跑半天也不知道。还有一个是当时有个角色是盲女，他是真的看不见的那种，需要敲杖，只能可视，范围大概可能就十米左右，比正常的求生者都要小，改版之后他就是一个夜视功能，他能看到，但是周围是没有颜色。以前原版完全黑，只有自己周围那一小块是能看到的。,场景设计吧，感觉视觉设计会给人更多印象,多开几个大地图应该可以增强恐怖感,不要给排位设定时间，排位时间太短了需要排队
访谈26,去年十月份左右，算是入坑没多久,求生五阶四，不打屠夫,和朋友双排，不自己打,每天都玩，每天4-6小时,修机，我不怎么溜鬼,没什么变化，一直这个频率,三分，感觉不是很恐怖,没有，因为我觉得它那个游戏声音听着瘆得慌，所以我不开声音打游戏，所以他恐怖的音效我都听不见，我就在那修机，如果被震慑的话。可能会感叹一下我被震慑了，因为我没开声音，死了就死了，就非常的平和心态。,紧张的时候是，比如说救人，救人被震慑，我一般救人总被震慑，所以我一般就是救人非常紧张，还有就是开门战的时候开门战，我怕他传送。每次监管一传送到，我正在开那个门，还没开的时候就特别紧张，这是最紧张的。遛鬼的话，其实也不是很紧张，因为遛鬼的话，我玩那个角色是小女孩一般吃一刀就找朋友，我是多排，所以我知道队友的位置，我只要吃刀了就上身，所以一般都能接到我。,我觉得它来源于这个，可能这个音乐，这个音乐可能确实比较慎得慌，角色长得也不咋好看，也是有一点点恐怖元素吧，虽然没有特别恐怖,没什么影响，因为我不开声音,会更有趣，不然就太平淡了,不会，我不主动溜鬼,没有，因为我不开声音，玩的也是修机位置，玩排位可以选点，我选的都是很安全的点位一般不会被监管追，修机的时候还能回别人消息,恐怖感跟刺激感还是有挺大区别吧？刺激就是人家那鬼追你，你不想被人打死，所以比较刺激，但这个鬼突然出现了，给你震慑来一下，那确实挺恐怖，那是恐怖感；但是刺激的话，就是你遛鬼的时候就是漫长的遛鬼过程，可能是刺激的。紧张的话就救人，救人没救下来就会被赛后。,恐怖程度一般，没什么吸引力因我不喜欢恐怖游戏，玩它主要是因为它的非对称竞技模式，不喜欢恐怖因素。,我从赛前选角色的时候就开始害怕，有时候我打木偶师别人选小女孩我就会从角色刻板印象上开始害怕，因为我平时玩小女孩比较多，我知道很多小女孩玩家素质怎么样，有些队友选角色的话从刻板印象上就会害怕；赛中的话，就比如说救人 没救下来，这真是非常吓人，因为你想本来就死了一个人，然后你救人震慑了，又折进去一个人，那就更害怕了，然后多人协作就救人双倒嘛，这比较正常，三倒的话可能就无所谓了。,没有吧，我感觉它就是色调比较暗，因为我是学园林的，就把它想地图那个渲染的那个数字数值不一样而已，对滤镜加不一样，所以没什么影响,有效的，从求生者来说，假如说你玩杂技，他有个球的这个技能非常的厉害，然后监管也知道你求生的技能比较厉害，所以他开局不会追你，如果是这种律师，只有一个地图能看这个监管，或者说囚徒技能是只能电这个监管0.75秒的情况下，这个技能比较弱，薄弱，修机数值就修机比较厉害，那这个监管会来追你，因为你比较弱鸡，考验求生玩家本人的实力了。如果玩比较强的这个角色的话，杂技或者调香这种技能比较厉害的，他们就不会追你这种牵制位。屠夫也能说点，那红蝶一飞，飞过来也挺吓人的。,没玩过老版的，不知道,我觉得这个音乐是挺重要的，就他那个音效。比如说红夫人，抬镜子那个声音可能是比较重要的，但是我平时不开声音打，这是我自己问题，但是其实是应该听的。,对我来说没有什么，因为我不是奔着恐怖游戏去玩第五的，我主要是奔着不对称机制去的。我觉得恐怖感的话，他应该向黎明黎明杀机学，因为黎明杀机是真的很恐怖，只不过国内应该不过审他，一旦恐怖了，都会被家长什么举报。所以才现在变成一个这么温和的第五人格,加强小女孩。加强牧师
访谈27,其实从刚开服就开始玩了，但是出了调香师后我觉得太恐怖了，就退游了开始继续玩，到八九月份就又退了,好像是三阶，我比较菜,有的时候跟朋友打 ，但朋友忙的话就自己打,平均每周两三次然后一次玩儿一两个小时,他们也不打我 ，我也不打他们 ，然后大家就一起玩儿,最近退游了,我觉得之前能打六分左右吧，之后三分吧 ，因为他那个改版了之后其实能唯一能让比较吓人就是那个心跳那个声音 ，而且我没有没有多余的钱去兑换那个追击音乐的时候那个追击音乐一直都是最初始那个，那个心跳声真的很吓人。,之前有一个很恐怖的很恐怖的点 ，后来改了很恐怖的那个点就是玩儿他那个什么推理推演。不是推不能算推远吧 ，就是他觉过角色故事的时候那个地方真的很吓人 ，因为他音乐很很诡异，一个人在那个别墅里边探寻然后他有什么故事什么那种那个差不多 ，但是很早之前的现在已经改的全没有了 ，那个很吓人 ，但是故具体故事我倒没有觉得他们的故事很吓人。而且现在改的那些故事吧 ，越来越像人了 ，越来越不像伪人了。,我靠那当然是就是起心跳，不管那个心跳说你多大都会让人觉得有感觉，只要起心跳就害怕。,我觉得场景设计没有很恐怖 ，其实场景真的没有很场景其实挺友好的。就是他那个皮肤也还好吧 ，机主要就是他的一些就是就是心跳的那个音效以及他的那个就是他的那个颜色让人感觉到有点奇怪有人有点诡异那种感觉。,会，因为会紧张，一紧张主播就不知道怎么操作了,其实其实主播只有在打出很惊人的操作的时候才会觉得有意思，主播打出伪人操作只会秒退赛后。,不会,这个游戏我感觉很大的一个特点就是会让你很投入去往做这个玩儿这个游戏。,其实说实话就恐怖感只有在你起心跳没有见到监管者的时候会恐怖 ，刺激感其实主播可能一直有吧 ，但没有意识到这个事情。然后呢 ，紧张就是他在你在溜监管的时候你在牵制监管的时候 ，这个时候是最紧张的,恐怖不会成为吸引的理由，但是主播是一个追求平淡的人。就是很相躺平又想刺激又不想那么刺激 ，不想轻微刺激一下。,"骂人啊 ，我靠然后那坐动作嘲讽了 ，这这个真的真的很出声啊。然后队友做什么让我很紧张。打出逆天操作 ，比如说秒倒啊这种逆天操作不了 ，但是有的时候自己会打成逆天操作呀。",就是挺其实也还一般的 ，而且我更主要玩儿是监管者还是渔女的话说在我当时那个版本其实我那个段位还没有什么好怕的,"压迫感的营造道具就比如说与你的叉子算道具啊确实有一些压迫感 ，我突然想起来那个什么一些求生者的一些可以反制的道具非常有压迫感 ，比如球手。然后那个那个那个那个体。还有那个谁胖一场孔还有还有一些能攻击就是还有那个哦我还玩咒术咒术那个猴头。嗯捏一下 ，然后就会能眩晕其实其实体其实挺有压迫感的。就是你本来你要抬手要开始要开始弄什么突然给你垫一下 ，你真的有点感动动是有点压迫感的。然后你要玩健防者的话 ，你的一些叉子型的其实就是我我如我玩学生的时候其实剑塔的一些技能还挺过感。",哪里都变化了,"我没有想到什么就是比如说在你交互上面比较恐怖的地方只能说是在视觉或者是在听觉上面做一些恐怖的一些保佑 ，比如说你的之前的一些一些求生或者是健管者的一些建模。以及他之前的那个上处决的那个方式就上上瘾那个那个方式吧 ，虽然可能之前我玩儿那个版就是上瘾 ，但是我就但是他们有时候最开始的那个版本是这样绞刑架。我觉得其实如果要是这种恐怖的方方式其实是还是可以暴力的 ，毕竟是恐怖游戏以及我觉得如果恐怖的点。我最希望保留其实是它的故事。对它的它的每个人物角色后面的那些故事也更恐怖的 ，比如说嗯就现在感觉都走那种温情挂了。就比如说没有什么特别恐怖的那种东西。","我觉得黎明其他很恐怖的一点是在你心以及你就是受受伤的时候都很吓人只不过是这种感觉 ，因为你知道他他灵杀他处决的方式是把你挂在那个钩子上那个猴子直接穿穿透胸膛的 ，我觉得这个方式是很很吓人的。而且他是真的拿东西砍来 ，而且他有一些很类似恐怖恐怖电影的一些影响 ，比如说尖叫。比如说一些比较失真的那种那种叫声。他比如说会有一些鬼啊 ，鬼他们那个监管者的话 ，他会迅速穿梭那种有那种很吃真的那种那种低吼声真的很吓人。而且那个草地的话都是就是你走路的话 ，它是就是你它砍人的话像那个监控者是直接就是有有那种很特殊的那种影响 ，但是黎明啥其他是直接就是就是像东西被像砍肉一样那个音响 ，然后有血血浆血浆那个血那个音效。就是很什么事情都很逼真 ，我还看过一个一个一个类似这个的游戏是我忘了叫什么反好像是就是它破亿 ，它不是修米马机 ，它是通过焚香导告的方式那个也很吓人 ，但是我忘了那个游戏叫什里那个也很吓人 ，因为它那个鬼吧 ，就是神出鬼没的 ，而且你它它吓人的地方 ，其实我觉得主要是在整体氛围上 ，因为它有有一个是我就是我觉得它上香祷告这个方式就有点吓人他不是中式 ，但是有点他是好像有点泰国的那种那种那种神像那种感觉就是那种感觉让我很很觉得很恐怖。",没有什么建议我希望他们那个那个小学生不要再玩
访谈28,大概是初中的时候开始玩的。,最高打到过三阶，两三阶的样子，不是很高。,平时是和朋友一起打。,"一周大概三四次，频繁时每天玩两三个小时。
",最喜欢可以溜鬼、救人，有对抗性。,"退游是因为太久没玩了，机制更新太多、陌生，还有改版后低龄玩家涌入。
",打5分。风格变化大，主界面变亮，加入了友善元素，比如“狂欢之椅”不再像绞刑架，音乐也改了，不再吓人。,"代入感是有的。
",被鬼追的时候最紧张，有红光和巨大心跳音效。,"音乐、角色设计（厂长、蜘蛛）、场景变暗、特效都带来恐怖体验。
","有影响。有时压力太大表现变差，有时也会激发更好表现。
","一开始太恐怖，但后来适应了，现在体验挺好的。
",最初会主动去遛鬼、挑衅，但后来水平不够就不敢了。,"会沉浸其中。
",恐怖=不适画面和情绪紧张，游戏节奏快、音效强、环境变化等营造出紧张刺激。,整体恐怖感下降了，但可玩性上升。,队友做出危险行为（本可赢却去溜鬼）让我紧张。,"难度高时恐怖感增强，水平差不多就好。
",有效果，技能、背景暴力设定增强压迫感。,恐怖元素被和谐，游戏美术更加精致而不是原来的恐怖，乱改背景故事设定，游戏场景变的不恐怖，音效可供人选择的更多了，所以才会涌入低龄玩家,"角色设计、音效、特效最重要。
",背景故事能增强代入感，算是恐怖要素。,建议限制低龄用户、净化语言环境、杜绝无关内容，保持竞技公平。
访谈29,大一上学期。几乎没玩多长时间，现在已经不玩了。,没打过排位。,自己玩。,一周两到四次，每次三四十分钟。,作为监管者，挂人上狂欢之椅。,删了游戏。没有特别值得玩的内容，感觉没意思。可能是玩不太明白，有点无聊。,6到7分。音效和特效挺吓人。,有。,比如被监管者红光照到时会很紧张，还有心跳和脚步声,游戏音乐和场景，角色不太恐怖，主要是注意不到。,有。在玩求生者时会很紧张。,不愿意继续玩，太恐怖了。,不会。,还好，不是很有沉浸感，体验一般。,对我来说都来源于音效。特效方面除了红光，其他不太明显。,一般，没有什么吸引力。,会。比如他们来救我时，我怕自己操作失误被打到。,感觉是恐怖体验提高了游戏难度。,还可以。但玩的时候不太注意技能特效，因为技能太多。,没玩过改版前的。,音乐和场景。角色一般，因为玩的时候看不到自己。感觉角色设计不太恐怖，是诡异风格，不是真正的恐怖风格。,场景可以再恐怖一些，现在的场景有点粗糙。,可以增加帮助新玩家的机制。现在大多是老玩家，设计太复杂，求生者入手难度高，没有新手教程，界面也很复杂，很难玩。不好入手。
访谈30,初中的时候。玩了几个月。,下三段，没打过什么。,当时是看朋友玩，然后自己玩，不联机。,放假时天天玩，在学校不玩，大概一周两次。两个小时左右。,喜欢当监管者去抓人，不想当被抓的。,去玩《王者荣耀》了，而且《第五人格》让我感觉害怕，当被抓的时候特别紧张，接受不了那种恐怖感。,5分。确实恐怖，但让我不舒服。,可能代入感强一点，但我讨厌这种感觉。,破译密码时特别害怕，怕监管者突然出现抓我，而且监管者移速比我快，操作不好，溜不掉。,追逐感和破译时需要观察的紧张感吧，角色设计和界面没有特别恐怖。,有，起心跳的时候会很紧张。,更不愿意继续玩。我更喜欢竞技和追逐感，而不是恐怖感。,不会，会尽量远离监管者。,有一点沉浸感，但没有特别强，注意力在游戏上，但不是完全沉浸。,"恐怖感和紧张感比较强，刺激感没有太大感觉。
恐怖感来源于不知道监管者在哪的未知感，紧张感来源于监管者靠近时的压迫感。刺激感可能在被追时有一点，但比前两者弱。",挺恐怖的，但比真正的恐怖游戏还是差一点。这个恐怖感对我来说没有吸引力，反而让我不想玩。,当队友把监管者带到我这里来时。,场景设计会让人觉得更恐怖，游戏难度本身不一定。,有，比如心跳机制让我有压迫感。,没玩过改版后的。,环境设计。我记得当时地窖是个封闭空间，到地窖时如果监管者来了，就跑不掉，会很紧张。,不希望有恐怖感。,"如果要面向喜欢恐怖游戏的玩家，可以更恐怖；但如果想覆盖更广的受众，就要折中考虑。
现在改版后不太恐怖，反而失去了一部分喜欢恐怖感的玩家。建议设计可调节的双版本。"
